timestamp,open,high,low,close,volume
1735660800000,95417.9,95590,94605.9,94864,324.62858669
1735664400000,94864.1,95062.2,93200,94114.5,666.0378063
1735668000000,94114.4,94400.6,93790,93871.3,200.43523434
1735671600000,93872.7,94280.5,93706.8,94170.7,128.11742073
1735675200000,94170.7,94220,93457.1,93572,274.98643272
1735678800000,93572,93966.2,93500,93892.7,176.74990827
1735682400000,93892.6,93892.6,93379.6,93484,82.08503966
1735686000000,93484,93764.9,93380,93585.1,125.37544509
1735689600000,93585,94495.2,93500,94399.9,322.77787727
1735693200000,94400,94410.4,93572.2,93604.7,186.27899604
1735696800000,93604.7,94106.1,93588.1,94094.9,72.04941216
1735700400000,94095,94095,93731.6,93835.3,79.27184206
1735704000000,93835.4,93835.4,93531.2,93561.5,65.4115224
1735707600000,93561.6,93936.1,93550.6,93788.4,44.81611331
1735711200000,93788.5,93788.5,93565.2,93757.5,67.49688086
1735714800000,93757.4,93811,93655.5,93684,59.69983033
1735718400000,93684,93761.3,93300,93434.7,128.53520609
1735722000000,93434.8,93487.5,92888,93411.3,334.63107655
1735725600000,93413.9,93548.2,93276.1,93327.6,127.81953691
1735729200000,93327.7,93735.8,93173.3,93456,262.06844014
1735732800000,93456.1,93995.9,93402.6,93820.4,333.81511832
1735736400000,93820.4,94083.3,93606.4,94038.9,210.93071683
1735740000000,94038.9,94456.1,93677.3,94184.9,528.86100026
1735743600000,94185,94527,93913.7,94442.9,165.26928349
1735747200000,94442.9,94505,93928.5,94090.1,153.52641807
1735750800000,94090.1,94189.5,93740.4,94139.2,98.18922612
1735754400000,94139.3,94384.8,93932,94339,86.04697505
1735758000000,94339,94856.6,94143.5,94629.9,143.97205721
1735761600000,94630,94882.9,94589.3,94797.1,158.53595253
1735765200000,94795,95192.1,94695,94974.1,130.88523763
1735768800000,94974.2,94999,94687.5,94803.4,87.02876698
1735772400000,94803.4,94949.2,94526.6,94589.5,182.24015778
1735776000000,94589.5,95376.1,94390.4,95121,583.41348784
1735779600000,95121,95531.2,94717.3,94865.5,276.08615053
1735783200000,94865.5,95240.7,94806.1,95240.7,113.73699542
1735786800000,95240.8,95300,94914.7,94996.3,320.77899818
1735790400000,94996.4,96000,94976,95699.8,672.89464234
1735794000000,95699.9,95812,95392.4,95586.5,163.76249529
1735797600000,95586.5,95699.9,95366.8,95582.8,143.67543891
1735801200000,95582.9,95886.2,95510.2,95825.9,246.60466213
1735804800000,95826,96221.4,95632,96138.5,198.88927677
1735808400000,96138.4,96800,96028.5,96734.8,310.50525571
1735812000000,96734.9,96794.6,96527.5,96716.3,242.93826227
1735815600000,96716.3,96880,96466.2,96739,180.44989319
1735819200000,96739.1,96917.8,96595.2,96859.7,461.86381683
1735822800000,96859.7,96980.9,96439.5,96460.1,238.25404268
1735826400000,96460.1,97428.4,95940,97255.8,1421.4295516
1735830000000,97249,97322.3,96146.6,96476.5,504.11004113
1735833600000,96473,97655,96043.8,97231.9,635.39745948
1735837200000,97231.9,97589.7,96323.3,96757.7,293.42260149
1735840800000,96757.8,97348,96395.4,97311.8,247.01373197
1735844400000,97311.8,97777.1,97190.2,97316.8,370.89711321
1735848000000,97324.4,97847.6,97300.1,97306.7,209.23316567
1735851600000,97306.8,97355.3,97046.8,97212.2,113.65095971
1735855200000,97212.2,97212.2,96677.6,96900.1,112.53448377
1735858800000,96900,97083.8,96783,96988.4,94.37862571
1735862400000,96988.4,97075,96787.1,96830.3,99.32657901
1735866000000,96830.3,97043.3,96646.2,97000.1,249.56652022
1735869600000,97000.1,97346.6,96857.3,96967.9,114.98222346
1735873200000,96967.9,97100,96834.3,97068.4,85.12429434
1735876800000,97068.4,97071.4,96757.1,96817.4,93.8789449
1735880400000,96817.9,96865.7,96590.3,96757.2,91.96748369
1735884000000,96757.3,96916,96508.1,96551,188.23930014
1735887600000,96550.9,96650,96288.1,96311.5,303.82277745
1735891200000,96311.6,96531.9,96100.1,96130.9,176.90979495
1735894800000,96130.8,96705.8,96103.1,96541.9,291.32954199
1735898400000,96541.9,96655,96398.7,96493.7,152.52832352
1735902000000,96493.7,96843.6,96488.8,96767.5,126.92509875
1735905600000,96767.5,96928.2,96655.5,96655.5,168.75627306
1735909200000,96654.8,96845.2,96469.4,96508.2,142.12511755
1735912800000,96508.3,97349.9,96508.3,97027.5,425.44875355
1735916400000,97027.6,97660,96750.3,97524.4,617.86612395
1735920000000,97525,98447.4,97392.5,97863,848.41483624
1735923600000,97863.1,98294.3,97833.3,98026.7,264.64287406
1735927200000,98026.7,98688,97993.3,98528.4,177.1023288
1735930800000,98528.3,98977.9,98489.7,98591.6,308.83586872
1735934400000,98591.6,98779.3,98293.6,98308.8,351.4784875
1735938000000,98311.8,98424.9,98188.2,98269.5,118.70463963
1735941600000,98269.5,98520,98243.9,98298.2,65.4769357
1735945200000,98303,98390.4,98078.2,98183.4,65.94140746
1735948800000,98183.9,98293.6,97901.6,97948.7,151.92177459
1735952400000,97948.7,98099.3,97789.9,98035.3,112.26624512
1735956000000,98035.3,98315.5,97849.9,98311,102.51974305
1735959600000,98310.9,98310.9,98048.3,98194,77.33507078
1735963200000,98194,98207.9,97865.6,97999.9,129.76960203
1735966800000,98000,98195.9,97986.7,98128.3,95.85089452
1735970400000,98128.4,98221.9,98043.1,98133.8,98.37675262
1735974000000,98133.9,98358,98100.1,98273.4,145.83988106
1735977600000,98273.3,98302.1,97900,97905.2,105.14847678
1735981200000,97905.3,97989.4,97548,97695.3,188.13217309
1735984800000,97695.3,97863.6,97599.9,97800.1,133.57674014
1735988400000,97800.1,97933.3,97720,97895.5,237.71911951
1735992000000,97895.4,98029.4,97805.6,97897,128.96107297
1735995600000,97897.1,98093,97754.6,97992.9,157.15970652
1735999200000,97992.9,98082.6,97835.1,98040,86.67285063
1736002800000,98040.4,98167.9,97527.2,97665.3,218.99268077
1736006400000,97665.3,97875,97580.6,97716,81.34806094
1736010000000,97716,98050,97688.8,98021.3,40.97576914
1736013600000,98021.3,98148.9,97905.7,97966.7,51.62311168
1736017200000,97966.7,98352.7,97928.9,98162.7,159.79053216
1736020800000,98162.7,98695.6,98162.7,98603.7,198.50164519
1736024400000,98603.8,98785.7,98333.2,98366.5,76.80791795
1736028000000,98366.6,98500,98257.5,98419.4,83.2190357
1736031600000,98416.7,98430.5,98151.9,98221.9,78.12282105
1736035200000,98221.9,98391.8,98160,98225.5,32.45178859
1736038800000,98225.4,98329.3,98041.7,98131.6,61.45877039
1736042400000,98131.6,98225.3,98106.6,98225.2,46.26439767
1736046000000,98225.3,98238.6,98063,98188.8,69.07552395
1736049600000,98188.9,98532.9,98188.8,98358.7,111.22965093
1736053200000,98358.7,98503.3,98270,98346.4,58.84403794
1736056800000,98346.4,98500,98294.3,98449.8,104.57621055
1736060400000,98449.8,98471.1,98260.1,98267.2,92.03269761
1736064000000,98267.2,98267.3,97753.4,97863.2,258.73522671
1736067600000,97863.3,97940,97626.5,97651.3,108.46708391
1736071200000,97651.3,97775,97577,97731,88.11427875
1736074800000,97731,97829.1,97605.6,97642,63.27302577
1736078400000,97642.1,97950,97561.7,97754.6,115.54909572
1736082000000,97754.7,98021.7,97669.3,97695.3,109.70847987
1736085600000,97695.4,97967.9,97260.8,97855.2,244.18346125
1736089200000,97855.1,98276.8,97705.5,98029.8,102.13649519
1736092800000,98029.8,98332,97926.5,98029.7,103.55250228
1736096400000,98029.7,98086.8,97650.7,97735.4,72.74558044
1736100000000,97735.4,97932.1,97561.9,97910.8,51.09578123
1736103600000,97910.9,98128,97845.3,98078.3,54.88193685
1736107200000,98078.4,98676.4,98024.9,98275.7,137.0547461
1736110800000,98270.4,98515.7,98220.4,98490.6,34.82958703
1736114400000,98490.7,98753,98336.9,98681.8,84.43013751
1736118000000,98681.8,98842.4,98317.3,98363.9,146.79213808
1736121600000,98363.9,98785.3,98192,98224.2,113.30242153
1736125200000,98224.2,98823.3,97924,98757.9,258.57817863
1736128800000,98758,99300,98642.6,98829,484.96953569
1736132400000,98829,99230.7,98754.4,99035.1,132.50960884
1736136000000,99035.1,99496.8,99035.1,99465.8,165.4322309
1736139600000,99465.8,99900,99376.8,99610.1,309.23608473
1736143200000,99610.1,99759,99425.2,99506.4,240.26341831
1736146800000,99506.5,99535.2,99165.5,99317.5,206.91401038
1736150400000,99317.5,99632.7,99000,99050.2,183.41989103
1736154000000,99050.3,99260,98954.3,99000,131.14357647
1736157600000,99000,99076.5,98703,98781.8,172.83110247
1736161200000,98781.8,99400,98700,99259.5,161.03999963
1736164800000,99259.5,99723.9,99143.3,99159.9,169.70915444
1736168400000,99160,99585.8,98904.5,99498.7,203.30586181
1736172000000,99498.7,101308,98706.7,100729.9,1138.23279088
1736175600000,100723.1,102476,100467,102149.4,1375.80127102
1736179200000,102149.9,102479.3,101707.6,102151.9,599.07943544
1736182800000,102143.6,102143.7,101224.8,101830.9,384.75013734
1736186400000,101830.9,102055.2,101533.7,101746.7,163.512192
1736190000000,101745,102032.4,101631.8,101807.2,138.68944568
1736193600000,101807.2,102328,101799.9,102116.2,681.63622638
1736197200000,102115.2,102330,101579.6,101607.8,211.69318563
1736200800000,101607.8,102077.6,101601.2,102002,92.96503556
1736204400000,102002.1,102240,101892.1,102230.6,127.77734682
1736208000000,102224.5,102750,101942,102044.2,230.63497592
1736211600000,102044.2,102066.6,101688.2,101906.9,140.22672063
1736215200000,101907,102018.7,101648.1,101676.8,102.47684896
1736218800000,101676.8,101825.8,101508,101703.1,147.33000471
1736222400000,101703.2,101932.1,101666.6,101666.6,116.8319104
1736226000000,101666.7,101796.5,101580.3,101732.4,167.88431238
1736229600000,101732.4,101897.9,101627.7,101813.6,138.47686539
1736233200000,101813.7,102020.4,101631.8,101675.8,215.66348108
1736236800000,101675.8,101999.9,101614,101903.2,156.43271771
1736240400000,101903.2,101921.3,101640,101723.2,137.20748904
1736244000000,101723.3,101723.3,101379.9,101399.3,261.07670448
1736247600000,101399.1,101461.6,100484.6,100844.1,500.45265659
1736251200000,100844.1,100966.6,100618.9,100765.1,246.58556916
1736254800000,100765.1,100966.6,100611.2,100638,198.90433693
1736258400000,100638,100880.5,99735.1,99994.7,607.23756728
1736262000000,99994.7,100154,97097.6,97942.8,2947.67807797
1736265600000,97952.2,98352.2,97583,97720.1,679.10414227
1736269200000,97723.6,97794.4,96567,97273.4,723.13510444
1736272800000,97268.5,97546.8,96600,96750,468.04293436
1736276400000,96749.3,97191.4,96300.1,96451.9,301.81018595
1736280000000,96451.9,96866,96176.6,96533.4,349.68808031
1736283600000,96533.3,97093.2,96395.6,96501.1,232.53128123
1736287200000,96501.1,97215.5,96403,97164.4,137.2729115
1736290800000,97166.2,97174.8,96800.1,96957.9,202.89855975
1736294400000,96958,97290.7,96700,97264.4,214.29219342
1736298000000,97264.3,97264.3,96614.9,96909.9,288.87711753
1736301600000,96910,97177.6,96780.3,96871.9,181.85036927
1736305200000,96872,96872,96230.1,96526.8,463.82059427
1736308800000,96526.8,96631.4,96041.2,96277.6,354.63948649
1736312400000,96274.7,96650,96096.4,96483.5,310.12368969
1736316000000,96484.4,96639.9,95250,95277.4,860.2015821
1736319600000,95277.5,95812.2,95183,95658.8,679.19380476
1736323200000,95658.8,96148.4,95524,95949.9,165.04137603
1736326800000,95947.7,96106.5,95404.4,95430.8,162.58796516
1736330400000,95429.5,96000,95429.5,95959.4,164.03869885
1736334000000,95959.5,96058.5,94529,95140.5,743.07063808
1736337600000,95136.5,95379.8,94858.9,94880.1,253.53744473
1736341200000,94880.1,95682.7,94880.1,95388.1,303.26481131
