entry_time,entry_price,side,amount,sl,tp,reason,status,strategy,exit_time,exit_price,exit_reason,pnl
1736344800000,197.71,sell,20.611558855729744,202.56164662701877,183.1550601189437,"策略B: 下跌反弹MA20受阻 (MA20: 198.90, ATR: 2.44)",CLOSED,B,1736452800000.0,183.1550601189437,TAKE_PROFIT,300.0
1736474400000,188.3,sell,22.538511222755666,192.73509974399352,174.9947007680195,"策略B: 下跌反弹MA20受阻 (MA20: 188.45, ATR: 2.86)",CLOSED,B,1736492400000.0,192.73509974399352,STOP_LOSS,-99.96054535403837
1736514000000,186.51,sell,15.99544811846534,192.75663419413453,167.77009741759636,"策略B: 下跌反弹MA20受阻 (MA20: 188.78, ATR: 2.65)",CLOSED,B,1736946000000.0,192.75663419413453,STOP_LOSS,-99.91771316731064
1737025200000,212.72,buy,6.482774207577512,197.3119133587942,258.94425992361744,"策略B: 上涨回踩MA20确认 (MA20: 202.68, ATR: 3.58)",CLOSED,B,1737212400000.0,258.94425992361744,TAKE_PROFIT,299.661439997186
1737028800000,215.14,buy,3.7681418364205537,188.63349999999997,294.65950000000004,"策略A: 密集向上突破确认 (连续2根, High: 201.87)",CLOSED,A,1737284400000.0,294.65950000000004,TAKE_PROFIT,299.6407547612444
1737298800000,270.58,buy,4.830037403409043,249.90470452895087,332.60588641314735,"策略B: 上涨回踩MA20确认 (MA20: 267.35, ATR: 11.63)",CLOSED,B,1737324000000.0,249.90470452895087,STOP_LOSS,-99.8624504517008
1737356400000,261.93,buy,4.773132856950026,241.01087160308427,324.68738519074725,"策略B: 上涨回踩MA20确认 (MA20: 259.69, ATR: 12.46)",CLOSED,B,1737392400000.0,241.01087160308427,STOP_LOSS,-99.84977909007483
1737982800000,231.1,sell,4.727126859215589,252.22016666666664,167.73950000000005,"策略A: 密集向下突破确认 (连续2根, Low: 235.99)",CLOSED,A,1739858400000.0,167.73950000000005,TAKE_PROFIT,299.51312136332905
1737990000000,233.66,sell,10.906419489513215,242.81353063597223,206.1994080920833,"策略B: 下跌反弹MA20受阻 (MA20: 234.27, ATR: 5.69)",CLOSED,B,1738040400000.0,242.81353063597223,STOP_LOSS,-99.83224492602385
1738508400000,212.05,sell,16.1585081056288,218.22670152446443,193.51989542660675,"策略B: 下跌反弹MA20受阻 (MA20: 213.05, ATR: 3.45)",CLOSED,B,1738533600000.0,193.51989542660675,TAKE_PROFIT,299.4188449473243
1738584000000,195.15,sell,7.628655964835857,208.22867270906698,155.91398187279907,"策略B: 下跌反弹MA20受阻 (MA20: 197.63, ATR: 7.06)",CLOSED,B,1738594800000.0,208.22867270906698,STOP_LOSS,-99.77269457415974
1739862000000,165.72,sell,3.8367695035347533,191.71933333333334,87.72199999999998,"策略A: 密集向下突破确认 (连续2根, Low: 179.84)",CLOSED,A,1753084800000.0,191.71933333333334,STOP_LOSS,-99.75344924556792
1739937600000,163.95,sell,13.256613822415385,171.47456633606473,141.37630099180578,"策略B: 下跌反弹MA20受阻 (MA20: 167.11, ATR: 2.91)",CLOSED,B,1739955600000.0,171.47456633606473,STOP_LOSS,-99.75027009835729
1739973600000,168.6,sell,24.931257321296545,172.60012251866155,156.59963244401533,"策略B: 下跌反弹MA20受阻 (MA20: 168.68, ATR: 2.61)",CLOSED,B,1739984400000.0,172.60012251866155,STOP_LOSS,-99.72808382946408
1739991600000,168.71,sell,21.427726330036343,173.36218615408424,154.7534415377473,"策略B: 下跌反弹MA20受阻 (MA20: 169.48, ATR: 2.59)",CLOSED,B,1740024000000.0,173.36218615408424,STOP_LOSS,-99.68577174610125
1740495600000,138.91,sell,11.714888873457275,147.4161974779717,113.39140756608487,"策略B: 下跌反弹MA20受阻 (MA20: 140.05, ATR: 4.91)",CLOSED,B,1740754800000.0,147.4161974779717,STOP_LOSS,-99.64915819012113
1741611600000,125.04,sell,14.617614978641004,131.8559196836193,104.59224094914211,"策略B: 下跌反弹MA20受阻 (MA20: 127.67, ATR: 2.79)",CLOSED,B,1741960800000.0,131.8559196836193,STOP_LOSS,-99.63248966048752
1743328800000,124.93,sell,49.10729405475121,126.95849294581195,118.84452116256416,"策略B: 下跌反弹MA20受阻 (MA20: 125.28, ATR: 1.12)",CLOSED,B,1743361200000.0,126.95849294581195,STOP_LOSS,-99.61379957797583
1743724800000,116.01,sell,40.001661490658684,118.49870222466156,108.54389332601535,"策略B: 下跌反弹MA20受阻 (MA20: 116.06, ATR: 1.62)",CLOSED,B,1743753600000.0,118.49870222466156,STOP_LOSS,-99.55222394196058
1744430400000,122.71,buy,18.872132349457836,117.43739825326456,138.5278052402063,"策略B: 上涨回踩MA20确认 (MA20: 120.28, ATR: 1.89)",CLOSED,B,1745031600000.0,138.5278052402063,TAKE_PROFIT,298.5157139711212
1745420400000,151.39,buy,20.580766661793152,146.55633348445633,165.89099954663095,"策略B: 上涨回踩MA20确认 (MA20: 150.07, ATR: 2.34)",CLOSED,B,1745481600000.0,146.55633348445633,STOP_LOSS,-99.48056267732673
1746846000000,171.61,buy,28.56317338337992,168.12824706464716,182.0552588060586,"策略B: 上涨回踩MA20确认 (MA20: 171.39, ATR: 2.17)",CLOSED,B,1747105200000.0,168.12824706464716,STOP_LOSS,-99.44991277057566
1748739600000,155.16,sell,38.61609737202615,157.73409646150625,147.43771061548122,"策略B: 下跌反弹MA20受阻 (MA20: 155.64, ATR: 1.40)",CLOSED,B,1748818800000.0,157.73409646150625,STOP_LOSS,-99.40155960251361
1750633200000,131.72,sell,26.603913447418268,135.4540804979141,120.51775850625768,"策略B: 下跌反弹MA20受阻 (MA20: 131.92, ATR: 2.36)",CLOSED,B,1750680000000.0,135.4540804979141,STOP_LOSS,-99.34115437219941
1753131600000,196.13,buy,5.982765602103768,179.53200000000004,245.92399999999986,"策略A: 密集向上突破确认 (连续2根, High: 190.88)",CLOSED,A,1753340400000.0,179.53200000000004,STOP_LOSS,-99.30194346371809
1753164000000,199.03,buy,10.560963344579275,189.62782017749385,227.23653946751847,"策略B: 上涨回踩MA20确认 (MA20: 196.11, ATR: 4.32)",CLOSED,B,1753275600000.0,189.62782017749385,STOP_LOSS,-99.29607646463039
1754085600000,161.28,sell,5.292827529942494,180.03558333333334,105.01325,"策略A: 密集向下突破确认 (连续2根, Low: 168.23)",CLOSED,A,1754715600000.0,180.03558333333334,STOP_LOSS,-99.27006780679729
1754146800000,161.5,sell,19.010925089711147,166.72151337729485,145.83545986811544,"策略B: 下跌反弹MA20受阻 (MA20: 163.75, ATR: 1.98)",CLOSED,B,1754316000000.0,166.72151337729485,STOP_LOSS,-99.26579967067714
