SQUEEZE_PERCENTILE,SQUEEZE_LOOKBACK,BREAKOUT_BARS,BREAKOUT_THRESHOLD,ATR_MULTIPLIER,TP_RATIO,RISK_PER_TRADE,total_return,win_rate,profit_factor,max_drawdown,total_trades,final_balance,score
30,20,3,0.002,1.5,2.0,0.02,3.77245895850594,36.36363636363637,1.1366076461825507,5.609879286959919,22,10377.245895850594,40.74
30,20,3,0.003,1.5,2.0,0.02,3.77245895850594,36.36363636363637,1.1366076461825507,5.609879286959919,22,10377.245895850594,40.74
30,20,3,0.005,1.5,2.0,0.02,3.77245895850594,36.36363636363637,1.1366076461825507,5.609879286959919,22,10377.245895850594,40.74
20,20,3,0.002,2.0,4.0,0.01,9.99139040640739,26.666666666666668,1.4563330351616177,4.3207149568910665,30,10999.139040640739,40.7
20,20,3,0.003,2.0,4.0,0.01,9.99139040640739,26.666666666666668,1.4563330351616177,4.3207149568910665,30,10999.139040640739,40.7
20,20,3,0.005,2.0,4.0,0.01,9.992457852116878,26.666666666666668,1.4563580015192978,4.3209611938523595,30,10999.245785211688,40.7
20,20,3,0.005,1.5,4.0,0.02,15.27110163881076,25.581395348837212,1.2576343187629333,10.364809002799074,43,11527.110163881076,40.67
30,20,1,0.005,1.5,4.0,0.02,10.240525769287615,30.0,1.7455788739390832,8.11543825832289,10,11024.052576928761,40.66
20,20,3,0.005,1.5,4.0,0.01,11.924944055984742,25.581395348837212,1.3759165552345793,6.08451452837446,43,11192.494405598474,40.62
20,20,3,0.005,2.0,5.0,0.02,19.51677244083643,23.333333333333332,1.4376560104032705,14.037273404053046,30,11951.677244083643,40.6
25,20,1,0.002,1.5,4.0,0.02,11.35989907639636,27.77777777777778,1.4681270756141764,7.751128145464035,18,11135.989907639636,40.55
25,20,1,0.003,1.5,4.0,0.02,11.35989907639636,27.77777777777778,1.4681270756141764,7.751128145464035,18,11135.989907639636,40.55
25,20,3,0.002,2.0,4.0,0.02,12.48503755126996,26.31578947368421,1.456088274067536,7.857591724164326,19,11248.503755126996,40.53
25,20,3,0.003,2.0,4.0,0.02,12.48503755126996,26.31578947368421,1.456088274067536,7.857591724164326,19,11248.503755126996,40.53
25,20,3,0.005,2.0,4.0,0.02,12.48503755126996,26.31578947368421,1.456088274067536,7.857591724164326,19,11248.503755126996,40.53
25,20,3,0.002,2.0,5.0,0.02,14.466178202311786,23.52941176470588,1.5695787756353736,7.824739724173069,17,11446.617820231178,40.5
25,20,3,0.005,2.0,5.0,0.02,14.466178202311786,23.52941176470588,1.5695787756353736,7.824739724173069,17,11446.617820231178,40.5
25,20,3,0.003,2.0,5.0,0.02,14.466178202311786,23.52941176470588,1.5695787756353736,7.824739724173069,17,11446.617820231178,40.5
25,20,1,0.003,2.0,4.0,0.02,10.76054594792342,26.666666666666668,1.5085481350235306,6.091129650766886,15,11076.054594792342,40.48
20,20,3,0.003,2.0,5.0,0.02,19.249358692447675,23.333333333333332,1.4292589952077257,14.06132122398038,30,11924.935869244768,40.48
20,20,3,0.002,2.0,5.0,0.02,19.249358692447675,23.333333333333332,1.4292589952077257,14.06132122398038,30,11924.935869244768,40.48
25,20,1,0.002,2.0,4.0,0.02,10.76054594792342,26.666666666666668,1.5085481350235306,6.091129650766886,15,11076.054594792342,40.48
20,20,2,0.003,1.5,3.0,0.02,11.765274235458692,30.0,1.1812109745733235,10.809317838747774,50,11176.52742354587,40.46
20,20,2,0.002,1.5,3.0,0.02,11.765274235458692,30.0,1.1812109745733235,10.809317838747774,50,11176.52742354587,40.46
15,20,1,0.002,1.5,5.0,0.01,14.066918087026206,22.5,1.4587835724037812,6.469272981556562,40,11406.69180870262,40.44
15,20,1,0.003,1.5,5.0,0.01,14.066918087026206,22.5,1.4587835724037812,6.469272981556562,40,11406.69180870262,40.44
15,20,1,0.005,1.5,5.0,0.01,14.066918087026206,22.5,1.4587835724037812,6.469272981556562,40,11406.69180870262,40.44
25,20,3,0.002,2.0,3.0,0.02,10.456936612524242,30.434782608695656,1.3338756421968083,9.7943514360124,23,11045.693661252424,40.37
25,20,3,0.003,2.0,3.0,0.02,10.456936612524242,30.434782608695656,1.3338756421968083,9.7943514360124,23,11045.693661252424,40.37
25,20,3,0.005,2.0,3.0,0.02,10.456936612524242,30.434782608695656,1.3338756421968083,9.7943514360124,23,11045.693661252424,40.37
25,20,2,0.005,2.0,3.0,0.01,5.9867687050887435,31.818181818181817,1.400224388532392,5.432398631443427,22,10598.676870508874,40.31
25,20,2,0.003,2.0,3.0,0.01,5.9867687050887435,31.818181818181817,1.400224388532392,5.432398631443427,22,10598.676870508874,40.31
25,20,1,0.002,1.5,3.0,0.02,8.428312965075948,31.57894736842105,1.347452529071122,8.65701629404637,19,10842.831296507595,40.25
25,20,1,0.003,1.5,3.0,0.02,8.428312965075948,31.57894736842105,1.347452529071122,8.65701629404637,19,10842.831296507595,40.25
20,20,2,0.002,1.5,4.0,0.02,13.902209655715323,25.0,1.2553531319550593,9.393745629710102,40,11390.220965571532,40.24
20,20,2,0.003,1.5,4.0,0.02,13.902209655715323,25.0,1.2553531319550593,9.393745629710102,40,11390.220965571532,40.24
15,20,3,0.002,2.0,3.0,0.01,10.051860512963776,29.629629629629626,1.2668342730041113,8.98921296811727,54,11005.186051296378,40.21
15,20,3,0.003,2.0,3.0,0.01,10.051781787718028,29.629629629629626,1.266847136542517,8.988546210398527,54,11005.178178771803,40.21
15,20,3,0.005,2.0,3.0,0.01,10.052014971128902,29.629629629629626,1.2668433329457818,8.989058556580613,54,11005.20149711289,40.21
20,20,1,0.002,2.0,2.0,0.01,4.020447399957411,36.36363636363637,1.144481491977006,7.8950535731999425,44,10402.044739995741,40.15
20,20,1,0.003,2.0,2.0,0.01,4.020447399957411,36.36363636363637,1.144481491977006,7.8950535731999425,44,10402.044739995741,40.15
20,20,1,0.005,2.0,2.0,0.01,4.0204585097518795,36.36363636363637,1.1444778405536569,7.895342373678347,44,10402.045850975188,40.15
25,20,1,0.005,1.5,2.0,0.01,1.888987108306792,35.714285714285715,1.1054415293008368,4.755929606460177,28,10188.89871083068,40.04
25,20,2,0.003,1.5,2.0,0.01,2.0096978856653913,35.483870967741936,1.1010266817628325,4.681768213135188,31,10200.96978856654,40.04
25,20,2,0.005,1.5,2.0,0.01,2.0096978856653913,35.483870967741936,1.1010266817628325,4.681768213135188,31,10200.96978856654,40.04
15,20,2,0.005,1.5,4.0,0.01,13.130689518628005,24.561403508771928,1.3098787006785126,8.643841364378439,57,11313.0689518628,40.03
15,20,2,0.002,1.5,4.0,0.01,13.130689518628005,24.561403508771928,1.3098787006785126,8.643841364378439,57,11313.0689518628,40.03
15,20,2,0.003,1.5,4.0,0.01,13.12972165612973,24.561403508771928,1.3098859014504562,8.642823593590036,57,11312.972165612973,40.03
25,20,1,0.002,1.5,3.0,0.01,4.810167524394746,31.57894736842105,1.3711873404432895,4.567711479871889,19,10481.016752439475,40.03
25,20,1,0.003,1.5,3.0,0.01,4.810167524394746,31.57894736842105,1.3711873404432895,4.567711479871889,19,10481.016752439475,40.03
15,20,3,0.002,1.5,3.0,0.01,10.147901457270091,28.78787878787879,1.2194207563046424,9.009698206273404,66,11014.790145727009,39.99
15,20,3,0.003,1.5,3.0,0.01,10.147257612359518,28.78787878787879,1.2194301855133658,9.008432992034928,66,11014.725761235952,39.99
15,20,3,0.005,1.5,3.0,0.01,10.147929285812298,28.78787878787879,1.2194247896707997,9.009569309182472,66,11014.79292858123,39.99
20,20,2,0.002,1.5,4.0,0.01,9.93720069717232,25.0,1.3339053136228458,4.997747309748338,40,10993.720069717232,39.98
20,20,2,0.003,1.5,4.0,0.01,9.93720069717232,25.0,1.3339053136228458,4.997747309748338,40,10993.720069717232,39.98
20,20,2,0.002,2.0,5.0,0.02,17.0449477706578,22.22222222222222,1.4199867510629522,11.817780242515946,27,11704.49477706578,39.94
20,20,2,0.003,2.0,5.0,0.02,17.0449477706578,22.22222222222222,1.4199867510629522,11.817780242515946,27,11704.49477706578,39.94
20,20,2,0.005,2.0,5.0,0.02,17.0449477706578,22.22222222222222,1.4199867510629522,11.817780242515946,27,11704.49477706578,39.94
20,20,2,0.002,2.0,3.0,0.01,6.963115108849742,29.72972972972973,1.2692782423321112,5.996973350694134,37,10696.311510884974,39.91
20,20,2,0.003,2.0,3.0,0.01,6.963115108849742,29.72972972972973,1.2692782423321112,5.996973350694134,37,10696.311510884974,39.91
30,20,3,0.002,1.5,3.0,0.01,5.004024229296483,31.57894736842105,1.3859870860668813,5.381305948144769,19,10500.402422929648,39.86
30,20,3,0.003,1.5,3.0,0.01,5.004024229296483,31.57894736842105,1.3859870860668813,5.381305948144769,19,10500.402422929648,39.86
30,20,3,0.005,1.5,3.0,0.01,5.004034416505601,31.57894736842105,1.3859881751677818,5.381296768492579,19,10500.40344165056,39.86
15,20,1,0.002,1.5,3.0,0.01,8.127527635318765,28.57142857142857,1.205847450579407,7.112091067233753,56,10812.752763531877,39.69
15,20,1,0.003,1.5,3.0,0.01,8.127527635318765,28.57142857142857,1.205847450579407,7.112091067233753,56,10812.752763531877,39.69
15,20,1,0.005,1.5,3.0,0.01,8.127527635318765,28.57142857142857,1.205847450579407,7.112091067233753,56,10812.752763531877,39.69
25,20,2,0.003,1.5,2.0,0.02,3.975366913941234,35.483870967741936,1.1045619327458769,8.514654285513695,31,10397.536691394123,39.68
25,20,2,0.005,1.5,2.0,0.02,3.975366913941234,35.483870967741936,1.1045619327458769,8.514654285513695,31,10397.536691394123,39.68
25,20,1,0.002,1.5,4.0,0.01,6.743166604431063,27.77777777777778,1.5202398093681821,4.52844836732896,18,10674.316660443106,39.67
25,20,1,0.003,1.5,4.0,0.01,6.743166604431063,27.77777777777778,1.5202398093681821,4.52844836732896,18,10674.316660443106,39.67
30,20,1,0.005,1.5,4.0,0.01,5.002986191876735,30.0,1.715643252612001,4.537792497508124,10,10500.298619187673,39.64
30,20,2,0.002,1.5,4.0,0.01,5.999301325492797,28.57142857142857,1.6010406114186222,4.491346211544551,14,10599.93013254928,39.62
30,20,2,0.003,1.5,4.0,0.01,5.999301325492797,28.57142857142857,1.6010406114186222,4.491346211544551,14,10599.93013254928,39.62
25,20,1,0.005,1.5,4.0,0.02,9.945226717729511,26.31578947368421,1.387768199948658,7.836137216840925,19,10994.522671772951,39.52
30,20,2,0.002,1.5,2.0,0.01,1.007756472879264,35.0,1.0777329786966736,4.694906929913796,20,10100.775647287926,39.49
30,20,2,0.003,1.5,2.0,0.01,1.007756472879264,35.0,1.0777329786966736,4.694906929913796,20,10100.775647287926,39.49
25,20,3,0.002,2.0,3.0,0.01,4.990102456388267,30.434782608695656,1.3128043341408207,5.479829634378989,23,10499.010245638827,39.48
15,20,1,0.003,2.0,2.0,0.01,3.0367662639966695,34.92063492063492,1.0747414610332906,7.378830196570231,63,10303.676626399667,39.48
15,20,1,0.002,2.0,2.0,0.01,3.0367662639966695,34.92063492063492,1.0747414610332906,7.378830196570231,63,10303.676626399667,39.48
15,20,1,0.005,2.0,2.0,0.01,3.0367662639966695,34.92063492063492,1.0747414610332906,7.378830196570231,63,10303.676626399667,39.48
25,20,3,0.003,2.0,3.0,0.01,4.990102456388267,30.434782608695656,1.3128043341408207,5.479829634378989,23,10499.010245638827,39.48
25,20,3,0.005,2.0,3.0,0.01,4.990102456388267,30.434782608695656,1.3128043341408207,5.479829634378989,23,10499.010245638827,39.48
20,20,3,0.005,1.5,3.0,0.02,10.142072072885675,30.0,1.1551136448501258,11.962714038090125,50,11014.207207288568,39.47
20,20,2,0.002,2.0,3.0,0.02,10.192109540099972,29.72972972972973,1.2006171136834396,11.817780242515946,37,11019.210954009997,39.45
20,20,2,0.003,2.0,3.0,0.02,10.192109540099972,29.72972972972973,1.2006171136834396,11.817780242515946,37,11019.210954009997,39.45
20,20,2,0.005,1.5,3.0,0.02,9.769517196297784,29.411764705882355,1.1460981486898647,10.979077773871916,51,10976.951719629778,39.44
15,20,3,0.002,1.5,3.0,0.02,13.25045262177773,28.78787878787879,1.1562852612036103,15.087072451067055,66,11325.045262177773,39.41
15,20,3,0.005,1.5,3.0,0.02,13.250792598863937,28.78787878787879,1.1562939559338952,15.086691748139422,66,11325.079259886394,39.41
25,20,1,0.002,2.0,5.0,0.02,10.75299297231184,23.076923076923077,1.560753644215556,6.096280361375954,13,11075.299297231184,39.4
25,20,1,0.003,2.0,5.0,0.02,10.75299297231184,23.076923076923077,1.560753644215556,6.096280361375954,13,11075.299297231184,39.4
20,20,2,0.005,1.5,4.0,0.01,8.937870008101562,24.390243902439025,1.2906852334580463,4.997747309748338,41,10893.787000810156,39.39
30,20,1,0.002,2.0,4.0,0.02,5.998093057616443,28.57142857142857,1.6004454089195148,5.34837368580649,7,10599.809305761644,39.37
30,20,1,0.003,2.0,4.0,0.02,5.998093057616443,28.57142857142857,1.6004454089195148,5.34837368580649,7,10599.809305761644,39.37
15,20,1,0.005,2.0,4.0,0.02,15.92189754587049,24.390243902439025,1.2674586300807096,14.496093807226796,41,11592.189754587049,39.34
15,20,1,0.002,2.0,4.0,0.02,15.92189754587049,24.390243902439025,1.2674586300807096,14.496093807226796,41,11592.189754587049,39.34
15,20,1,0.003,2.0,4.0,0.02,15.92189754587049,24.390243902439025,1.2674586300807096,14.496093807226796,41,11592.189754587049,39.34
20,20,3,0.002,2.0,5.0,0.01,11.99050700409147,23.333333333333332,1.5237658800004097,8.218631233001773,30,11199.050700409147,39.33
20,20,3,0.003,2.0,5.0,0.01,11.99050700409147,23.333333333333332,1.5237658800004097,8.218631233001773,30,11199.050700409147,39.33
20,20,3,0.005,2.0,5.0,0.01,11.991712920818154,23.333333333333332,1.523790863569857,8.219076453497193,30,11199.171292081815,39.33
15,20,1,0.002,1.5,3.0,0.02,10.932894618049213,28.57142857142857,1.1459708586546518,12.095858123392512,56,11093.289461804921,39.32
15,20,1,0.003,1.5,3.0,0.02,10.932894618049213,28.57142857142857,1.1459708586546518,12.095858123392512,56,11093.289461804921,39.32
15,20,1,0.005,1.5,3.0,0.02,10.932894618049213,28.57142857142857,1.1459708586546518,12.095858123392512,56,11093.289461804921,39.32
30,20,2,0.005,1.5,4.0,0.02,10.383931601925779,26.666666666666668,1.4820897896078138,9.47383578651763,15,11038.393160192578,39.31
25,20,2,0.002,1.5,2.0,0.01,1.0104041609565502,34.375,1.0483718515062161,4.725471930266481,32,10101.040416095655,39.3
20,20,2,0.005,2.0,3.0,0.01,5.962580800844844,28.947368421052634,1.2220706537353636,5.996973350694134,38,10596.258080084484,39.27
20,20,2,0.005,1.5,4.0,0.02,11.909639467187134,24.390243902439025,1.2111777559151933,9.393745629710102,41,11190.963946718713,39.26
15,20,3,0.002,2.0,2.0,0.01,4.0748297790379,35.2112676056338,1.0895874499859621,9.867681172415214,71,10407.48297790379,39.23
15,20,3,0.003,2.0,2.0,0.01,4.074655570460528,35.2112676056338,1.089587941174201,9.867681172415214,71,10407.465557046053,39.23
15,20,3,0.005,2.0,2.0,0.01,4.075006654223216,35.2112676056338,1.0895902421362007,9.867681172415214,71,10407.500665422322,39.23
25,20,1,0.005,1.5,3.0,0.02,7.016440045082854,30.0,1.273672270115168,8.753587943474466,20,10701.644004508285,39.18
25,20,1,0.005,1.5,3.0,0.01,3.805942843876546,30.0,1.2728082383646169,4.607172663211362,20,10380.594284387655,39.14
15,20,2,0.003,1.5,5.0,0.02,20.05549802464153,21.153846153846153,1.2722836970873717,17.612173866730878,52,12005.549802464153,39.08
15,20,3,0.003,1.5,3.0,0.02,12.487118034274298,28.78787878787879,1.1472822274353085,15.17417442137591,66,11248.71180342743,39.08
20,20,3,0.002,1.5,4.0,0.02,12.271243962567642,24.390243902439025,1.2150428325639,10.644610706056877,41,11227.124396256764,39.03
20,20,3,0.003,1.5,4.0,0.02,12.271243962567642,24.390243902439025,1.2150428325639,10.644610706056877,41,11227.124396256764,39.03
20,20,3,0.002,1.5,4.0,0.01,8.934875067390475,24.390243902439025,1.2906110503597696,6.2531923845701884,41,10893.487506739048,39.02
20,20,3,0.003,1.5,4.0,0.01,8.934875067390475,24.390243902439025,1.2906110503597696,6.2531923845701884,41,10893.487506739048,39.02
15,20,2,0.003,1.5,5.0,0.01,14.127914572683183,21.153846153846153,1.3493703877239591,10.009287540331567,52,11412.791457268318,38.99
20,20,3,0.003,1.5,2.0,0.01,2.026302906542478,34.54545454545455,1.0569200717531877,7.295809543189831,55,10202.630290654248,38.99
20,20,3,0.002,1.5,2.0,0.01,2.026302906542478,34.54545454545455,1.0569200717531877,7.295809543189831,55,10202.630290654248,38.99
20,20,2,0.002,1.5,2.0,0.01,2.035185253670861,34.375,1.0490450638811764,7.161229535438546,64,10203.518525367086,38.98
20,20,2,0.003,1.5,2.0,0.01,2.035185253670861,34.375,1.0490450638811764,7.161229535438546,64,10203.518525367086,38.98
25,20,3,0.002,2.0,4.0,0.01,5.997230285108908,26.31578947368421,1.4293966389671457,4.486385586105024,19,10599.72302851089,38.95
25,20,3,0.003,2.0,4.0,0.01,5.997230285108908,26.31578947368421,1.4293966389671457,4.486385586105024,19,10599.72302851089,38.95
25,20,3,0.005,2.0,4.0,0.01,5.997230285108908,26.31578947368421,1.4293966389671457,4.486385586105024,19,10599.72302851089,38.95
30,20,1,0.002,2.0,4.0,0.01,2.9995239743629463,28.57142857142857,1.6002228277900354,2.8277978553182854,7,10299.952397436295,38.92
30,20,1,0.003,2.0,4.0,0.01,2.9995239743629463,28.57142857142857,1.6002228277900354,2.8277978553182854,7,10299.952397436295,38.92
15,20,2,0.002,2.0,5.0,0.02,17.503121615385588,21.21212121212121,1.34915304285107,14.861839535938714,33,11750.312161538559,38.91
15,20,2,0.005,2.0,5.0,0.02,17.503121615385588,21.21212121212121,1.34915304285107,14.861839535938714,33,11750.312161538559,38.91
25,20,1,0.002,2.0,4.0,0.01,4.99905735942817,26.666666666666668,1.4552500846807028,3.658365318321853,15,10499.905735942817,38.9
25,20,1,0.003,2.0,4.0,0.01,4.99905735942817,26.666666666666668,1.4552500846807028,3.658365318321853,15,10499.905735942817,38.9
25,20,1,0.005,1.5,4.0,0.01,5.737624559977157,26.31578947368421,1.4111883245047148,4.567210281107395,19,10573.762455997716,38.82
20,20,1,0.003,2.0,2.0,0.02,5.846887844110625,36.36363636363637,1.1056666375136361,14.757651462915872,44,10584.688784411062,38.82
20,20,1,0.005,2.0,2.0,0.02,5.846786157667102,36.36363636363637,1.1056588839173729,14.758665745887543,44,10584.67861576671,38.82
20,20,1,0.002,2.0,2.0,0.02,5.846887844110625,36.36363636363637,1.1056666375136361,14.757651462915872,44,10584.688784411062,38.82
30,20,2,0.002,1.5,2.0,0.02,2.171201554800318,35.0,1.0844257422171462,8.722271846210022,20,10217.120155480032,38.75
30,20,2,0.003,1.5,2.0,0.02,2.171201554800318,35.0,1.0844257422171462,8.722271846210022,20,10217.120155480032,38.75
25,20,1,0.005,2.0,4.0,0.02,8.918273047058065,25.0,1.388241891172207,7.824704053831974,16,10891.827304705806,38.72
25,20,1,0.005,1.5,2.0,0.02,2.3478982094747334,35.714285714285715,1.0688447350030927,9.822806578636905,28,10234.789820947473,38.71
30,20,1,0.002,1.5,5.0,0.02,8.000965701557343,25.0,1.6679000474693992,6.8799541438922835,8,10800.096570155734,38.64
30,20,1,0.003,1.5,5.0,0.02,8.000965701557343,25.0,1.6679000474693992,6.8799541438922835,8,10800.096570155734,38.64
25,20,3,0.005,1.5,2.0,0.01,0.015994550138711927,33.33333333333333,1.0007312490237217,4.7734884864981995,33,10001.599455013871,38.57
25,20,3,0.002,1.5,2.0,0.01,0.015994550138711927,33.33333333333333,1.0007312490237217,4.7734884864981995,33,10001.599455013871,38.57
25,20,3,0.003,1.5,2.0,0.01,0.015994550138711927,33.33333333333333,1.0007312490237217,4.7734884864981995,33,10001.599455013871,38.57
25,20,3,0.002,2.0,5.0,0.01,6.992386756324759,23.52941176470588,1.5390060719502754,4.448419156017696,17,10699.238675632476,38.52
30,20,2,0.002,1.5,5.0,0.02,10.130935234634435,23.076923076923077,1.5118236109363192,8.173504893397713,13,11013.093523463443,38.52
25,20,3,0.005,2.0,5.0,0.01,6.992386756324759,23.52941176470588,1.5390060719502754,4.448419156017696,17,10699.238675632476,38.52
25,20,3,0.003,2.0,5.0,0.01,6.992386756324759,23.52941176470588,1.5390060719502754,4.448419156017696,17,10699.238675632476,38.52
30,20,2,0.003,1.5,5.0,0.02,10.130935234634435,23.076923076923077,1.5118236109363192,8.173504893397713,13,11013.093523463443,38.52
25,20,1,0.003,1.5,2.0,0.01,-0.10890925121553663,33.33333333333333,0.9939244141755034,4.8495420946408245,27,9989.109074878446,38.5
25,20,1,0.002,1.5,2.0,0.01,-0.10890925121553663,33.33333333333333,0.9939244141755034,4.8495420946408245,27,9989.109074878446,38.5
25,20,2,0.002,1.5,2.0,0.02,1.9769495113352058,34.375,1.04942024841385,8.66698143173959,32,10197.69495113352,38.5
20,20,2,0.003,2.0,5.0,0.01,8.965553806097978,22.22222222222222,1.4285982878463854,5.996973350694134,27,10896.555380609798,38.45
20,20,2,0.005,2.0,5.0,0.01,8.965553806097978,22.22222222222222,1.4285982878463854,5.996973350694134,27,10896.555380609798,38.45
20,20,2,0.002,2.0,5.0,0.01,8.965553806097978,22.22222222222222,1.4285982878463854,5.996973350694134,27,10896.555380609798,38.45
15,20,1,0.002,2.0,4.0,0.01,9.007990589985365,24.390243902439025,1.2923598899724515,8.339029185999046,41,10900.799058998537,38.42
15,20,1,0.005,2.0,4.0,0.01,9.007990589985365,24.390243902439025,1.2923598899724515,8.339029185999046,41,10900.799058998537,38.42
20,20,2,0.005,2.0,3.0,0.02,8.19241187894213,28.947368421052634,1.1552462928396254,11.817780242515946,38,10819.241187894213,38.42
15,20,1,0.003,2.0,4.0,0.01,9.007990589985365,24.390243902439025,1.2923598899724515,8.339029185999046,41,10900.799058998537,38.42
20,20,2,0.005,1.5,2.0,0.01,1.0397890769060176,33.84615384615385,1.0244787180212307,7.223732811684326,65,10103.978907690602,38.4
30,20,2,0.005,1.5,4.0,0.01,5.003934660323048,26.666666666666668,1.4558608429662367,5.388202408024062,15,10500.393466032305,38.39
20,20,3,0.005,1.5,2.0,0.01,1.0278634398608484,33.92857142857143,1.0280950170529,7.361459611684301,56,10102.786343986085,38.38
15,20,1,0.003,1.5,2.0,0.01,1.1751903205577219,33.78378378378378,1.0243734161966933,8.125463020675392,74,10117.519032055772,38.17
15,20,1,0.002,1.5,2.0,0.01,1.1751903205577219,33.78378378378378,1.0243734161966933,8.125463020675392,74,10117.519032055772,38.17
15,20,1,0.005,1.5,2.0,0.01,1.1751903205577219,33.78378378378378,1.0243734161966933,8.125463020675392,74,10117.519032055772,38.17
25,20,2,0.002,2.0,3.0,0.01,2.9916898405297796,28.57142857142857,1.199939198435165,5.586539964297053,21,10299.168984052978,38.09
15,20,1,0.003,2.0,2.0,0.02,4.222041013988892,34.92063492063492,1.053157213309105,13.784990008561227,63,10422.20410139889,38.03
15,20,1,0.002,2.0,2.0,0.02,4.222041013988892,34.92063492063492,1.053157213309105,13.784990008561227,63,10422.20410139889,38.03
15,20,1,0.005,2.0,2.0,0.02,4.222041013988892,34.92063492063492,1.053157213309105,13.784990008561227,63,10422.20410139889,38.03
30,20,3,0.005,1.5,4.0,0.02,8.474672961976612,25.0,1.3614591218004142,9.559212618335259,16,10847.467296197661,38.02
30,20,3,0.002,1.5,4.0,0.02,8.474672961976612,25.0,1.3614591218004142,9.559212618335259,16,10847.467296197661,38.02
30,20,3,0.003,1.5,4.0,0.02,8.474672961976612,25.0,1.3614591218004142,9.559212618335259,16,10847.467296197661,38.02
30,20,1,0.003,1.5,5.0,0.01,4.000243821104541,25.0,1.6672835118651477,3.699099956960731,8,10400.024382110454,37.99
30,20,1,0.002,1.5,5.0,0.01,4.000243821104541,25.0,1.6672835118651477,3.699099956960731,8,10400.024382110454,37.99
25,20,2,0.002,2.0,3.0,0.02,6.13845438444323,28.57142857142857,1.2067950358468773,10.436804021034305,21,10613.845438444323,37.9
25,20,1,0.005,2.0,4.0,0.01,3.9957047719508596,25.0,1.3336467260429936,3.9987846927177455,16,10399.570477195086,37.9
25,20,1,0.003,2.0,5.0,0.01,4.997006286100604,23.076923076923077,1.5004400380856375,3.659900224637543,13,10499.70062861006,37.82
25,20,1,0.002,2.0,5.0,0.01,4.997006286100604,23.076923076923077,1.5004400380856375,3.659900224637543,13,10499.70062861006,37.82
25,20,1,0.005,2.0,5.0,0.02,8.910727335737302,21.428571428571427,1.424533690012894,7.824704053831974,14,10891.07273357373,37.65
30,20,2,0.002,1.5,5.0,0.01,4.997522221330892,23.076923076923077,1.5005705013878934,4.533319978250766,13,10499.75222213309,37.56
30,20,2,0.003,1.5,5.0,0.01,4.997522221330892,23.076923076923077,1.5005705013878934,4.533319978250766,13,10499.75222213309,37.56
20,20,1,0.005,2.0,4.0,0.01,5.971251563297046,24.137931034482758,1.272548301790943,7.161423919661014,29,10597.125156329705,37.48
20,20,1,0.002,2.0,4.0,0.01,5.971251563297046,24.137931034482758,1.272548301790943,7.161423919661014,29,10597.125156329705,37.48
20,20,1,0.003,2.0,4.0,0.01,5.971251563297046,24.137931034482758,1.272548301790943,7.161423919661014,29,10597.125156329705,37.48
30,20,3,0.003,1.5,4.0,0.01,4.006861438423329,25.0,1.3346517767697004,5.435401902224985,16,10400.686143842333,37.47
30,20,3,0.005,1.5,4.0,0.01,4.006861438423329,25.0,1.3346517767697004,5.435401902224985,16,10400.686143842333,37.47
30,20,3,0.002,1.5,4.0,0.01,4.006861438423329,25.0,1.3346517767697004,5.435401902224985,16,10400.686143842333,37.47
15,20,3,0.002,1.5,2.0,0.01,0.20305127477779025,33.33333333333333,1.0036944095152724,9.188519850734558,84,10020.305127477779,37.32
15,20,3,0.002,2.0,2.0,0.02,5.398498255490159,35.2112676056338,1.0609714682125913,18.014729522360604,71,10539.849825549016,37.32
15,20,3,0.003,1.5,2.0,0.01,0.203011296429122,33.33333333333333,1.0036940347457877,9.188519850734558,84,10020.301129642912,37.32
15,20,3,0.005,1.5,2.0,0.01,0.20321000594254657,33.33333333333333,1.0036972541579126,9.188519850734558,84,10020.321000594255,37.32
15,20,3,0.005,2.0,2.0,0.02,5.399194855738843,35.2112676056338,1.0609778665817047,18.014729522360604,71,10539.919485573884,37.32
20,20,1,0.002,2.0,4.0,0.02,9.888742737871471,24.137931034482758,1.2291228971310435,12.949055016418248,29,10988.874273787147,37.31
20,20,1,0.003,2.0,4.0,0.02,9.888742737871471,24.137931034482758,1.2291228971310435,12.949055016418248,29,10988.874273787147,37.31
20,20,1,0.005,2.0,4.0,0.02,9.888742737871471,24.137931034482758,1.2291228971310435,12.949055016418248,29,10988.874273787147,37.31
15,20,2,0.002,2.0,5.0,0.01,9.019972343264417,21.21212121212121,1.3487281951010683,9.105513445931965,33,10901.997234326442,37.24
15,20,2,0.005,2.0,5.0,0.01,9.019972343264417,21.21212121212121,1.3487281951010683,9.105513445931965,33,10901.997234326442,37.24
30,20,1,0.005,2.0,4.0,0.01,2.0009010112871692,25.0,1.333707437778116,3.769922524345644,8,10200.090101128717,37.17
15,20,3,0.003,2.0,2.0,0.02,4.9671909737589335,35.2112676056338,1.056099758483758,18.014729522360604,71,10496.719097375893,37.15
30,20,1,0.005,2.0,4.0,0.02,4.0035982262419205,25.0,1.3340813841940353,7.129369683180113,8,10400.359822624192,36.96
30,20,2,0.005,1.5,5.0,0.02,8.376029697310841,21.428571428571427,1.3887021839699365,9.636734315651067,14,10837.602969731084,36.89
25,20,1,0.005,2.0,5.0,0.01,3.9936547769735804,21.428571428571427,1.3636976682474038,3.9987846927177455,14,10399.365477697358,36.83
