entry_time,entry_price,side,amount,sl,tp,reason,status,strategy,exit_time,exit_price,exit_reason,pnl
1740610800000,84254.0,sell,0.011417903844122773,93012.175,57979.47499999999,"策略A: 密集向下突破确认 (连续2根, Low: 86836.40)",CLOSED,A,1740934800000,93012.175,STOP_LOSS,-100.0
1740999600000,92742.1,buy,0.014729699907539782,85953.78666666665,113107.04000000007,"策略A: 密集向上突破确认 (连续2根, High: 92054.71)",CLOSED,A,1741028400000,85953.78666666665,STOP_LOSS,-99.98981827835136
1760187600000,112264.9,sell,0.011353443721345006,121070.74666666667,85847.35999999996,"策略A: 密集向下突破确认 (连续2根, Low: 113363.80)",CLOSED,A,1763690400000,85847.35999999996,TAKE_PROFIT,299.93005364638094
1763726400000,83283.7,sell,0.012116280243673342,91534.2075,58532.177499999976,"策略A: 密集向下突破确认 (连续2根, Low: 86109.51)",CLOSED,A,1764208800000,91534.2075,STOP_LOSS,-99.96546102252881
1763744400000,84869.5,sell,0.03843036005251002,87470.5793404668,77066.26197859962,"策略B: 下跌反弹MA20受阻 (MA20: 84903.94, ATR: 1711.09)",CLOSED,B,1763913600000,87470.5793404668,STOP_LOSS,-99.96041557928415
